** File: unipathway2metacyc.tsv
**
** Synopsis: Mapping UniPathway (UPA, ULS, UER) / MetaCyc (reaction)
**
**
** UniPathway release 2014_11 of 2014/11/26
**
** MetaCyc release 18.5 of Wed Oct 29, 2014
**
** format: UPAID ULSID UERID MetaCyc_ID
**   with UPAID = UniPathway pathway (UPA) identifier
**        ULSID = UniPathway linear sub-pathway (ULS) identifier
**        UERID = UniPathway enzymatic-reaction (UER) identifier
**        MetaCyc_ID = MetaCyc reaction identifier
**        
**   separator: tab
**
UPA00275	ULS00189	UER00400	GTP-CYCLOHYDRO-II-RXN
UPA00275	ULS00189	UER00400	GTP-CYCLOHYDRO-II-RXN
UPA00275	ULS00189	UER00401	RIBOFLAVINSYNDEAM-RXN
UPA00275	ULS00189	UER00401	RIBOFLAVINSYNDEAM-RXN
UPA00275	ULS00189	UER00402	RIBOFLAVINSYNREDUC-RXN
UPA00275	ULS00189	UER00402	RIBOFLAVINSYNREDUC-RXN
UPA00275	ULS00189	UER00403	RIBOPHOSPHAT-RXN
UPA00275	ULS00189	UER00403	RIBOPHOSPHAT-RXN
UPA00251	ULS00138	UER00316	GLUTRNAREDUCT-RXN
UPA00251	ULS00138	UER00317	GSAAMINOTRANS-RXN
UPA00251	ULS00171	UER00375	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
UPA00074	ULS00054	UER00133	AICARTRANSFORM-RXN
UPA00074	ULS00055	UER00134	RXN-10066
UPA00157	ULS00130	UER00265	5.5.1.2-RXN
UPA00157	ULS00130	UER00266	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
UPA00157	ULS00099	UER00258	CATECHOL-12-DIOXYGENASE-RXN
UPA00157	ULS00099	UER00260	MUCONOLACTONE-DELTA-ISOMERASE-RXN
UPA00087	ULS00070	UER00172	PRPPSYN-RXN
UPA00087	ULS00071	UER00173	PPENTOMUT-RXN
UPA00087	ULS00071	UER00175	RXN0-1401
UPA00764	ULS00371	UER00749	CYCLOPENTANOL-DEHYDROGENASE-RXN
UPA00764	ULS00371	UER00749	CYCLOPENTANOL-DEHYDROGENASE-RXN
UPA00764	ULS00371	UER00750	CYCLOPENTANONE-MONOOXYGENASE-RXN
UPA00764	ULS00371	UER00750	CYCLOPENTANONE-MONOOXYGENASE-RXN
UPA01010	ULS00501	UER01011	RXN-7637
UPA01010	ULS00501	UER01011	RXN-7637
UPA00106	ULS00231	UER00918	R161-RXN
UPA00106	ULS00231	UER00918	R161-RXN
UPA00106	ULS00231	UER00488	R-6-HYDROXYNICOTINE-OXIDASE-RXN
UPA00106	ULS00231	UER00488	R-6-HYDROXYNICOTINE-OXIDASE-RXN
UPA00106	ULS00453	UER00487	NICOTINE-DEHYDROGENASE-RXN
